id,name,slug,uic,uic8_sncf,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,cp_id
283,Gata,gata,9449049,,40.52179139,-7.214483827,12.0,PT,Europe/Lisbon,False,False,False,94_49049
284,Vila Fernando,vila-fernando,9449114,,40.49778584,-7.147979941,12.0,PT,Europe/Lisbon,False,False,False,94_49114
285,Rochoso,rochoso,9449163,,40.50705825,-7.09057451,12.0,PT,Europe/Lisbon,False,False,False,94_49163
286,Cerdeira,cerdeira,9449205,,40.51148841,-7.047929482,12.0,PT,Europe/Lisbon,False,False,False,94_49205
287,Miuzela,miuzela,9449239,,40.51933639,-7.01326804,12.0,PT,Europe/Lisbon,False,False,False,94_49239
288,Freineda,freineda,9449387,,40.5932566,-6.904449569,6.0,ES,Europe/Lisbon,False,False,False,94_49387
289,Aldeia,aldeia,9449411,,40.60044656,-6.885326291,6.0,ES,Europe/Lisbon,False,False,False,94_49411
290,Vilar Formoso,vilar-formoso,9449460,,40.60610657,-6.828972113,6.0,ES,Europe/Lisbon,False,False,False,94_49460
291,Barquinha,barquinha,9451045,,39.46158832,-8.435216876,17.0,PT,Europe/Lisbon,False,False,False,94_51045
292,Tancos,tancos,9451086,,39.46124096,-8.395342037,17.0,PT,Europe/Lisbon,False,False,False,94_51086
293,Almourol,almourol,9451102,,39.46226484,-8.374015632,17.0,PT,Europe/Lisbon,False,False,False,94_51102
294,Praia do Ribatejo,praia-do-ribatejo,9451128,,39.46718193,-8.347634954,17.0,PT,Europe/Lisbon,False,False,False,94_51128
295,Santa Margarida,santa-margarida,9451185,,39.44765983,-8.296518118,17.0,PT,Europe/Lisbon,False,False,False,94_51185
296,Tramagal,tramagal,9451243,,39.46042245,-8.248029001,17.0,PT,Europe/Lisbon,False,False,False,94_51243
297,Abrantes,abrantes,9452001,,39.44019135,-8.194325048,17.0,PT,Europe/Lisbon,False,False,False,94_52001
298,Alferrarede,alferrarede,9452068,,39.47369892,-8.186865353,17.0,PT,Europe/Lisbon,False,False,False,94_52068
299,Mouriscas - A,mouriscas-a,9452167,,39.4678272,-8.085016436,17.0,PT,Europe/Lisbon,False,False,False,94_52167
300,Alvega - Ortiga,alvega-ortiga,9452209,,39.47233585,-8.044685803,17.0,PT,Europe/Lisbon,False,False,False,94_52209
301,Barragem de Belver,barragem-de-belver,9452241,,39.48197647,-8.001238005,15.0,PT,Europe/Lisbon,False,False,False,94_52241
302,Belver,belver,9452282,,39.49198141,-7.958705847,15.0,PT,Europe/Lisbon,False,False,False,94_52282
303,Barca da Amieira - Envendos,barca-da-amieira-envendos,9452415,,39.5259749,-7.835013933,15.0,PT,Europe/Lisbon,False,False,False,94_52415
304,Fratel,fratel,9452571,,39.61401405,-7.71573632,15.0,PT,Europe/Lisbon,False,False,False,94_52571
305,Vila Velha de Rodao,vila-velha-de-rodao,9452647,,39.65518715,-7.672794613,15.0,PT,Europe/Lisbon,False,False,False,94_52647
306,Tojeirinha,tojeirinha,9452738,,39.71676094,-7.681784545,9.0,ES,Europe/Lisbon,False,False,False,94_52738
307,Sarnadas,sarnadas,9452803,,39.75638119,-7.62375233,5.0,PT,Europe/Lisbon,False,False,False,94_52803
308,Retaxo,retaxo,9452845,,39.7696633,-7.59124592,5.0,PT,Europe/Lisbon,False,False,False,94_52845
309,Benquerencas,benquerencas,9452878,,39.78821962,-7.562216282,5.0,PT,Europe/Lisbon,False,False,False,94_52878
