id,name,slug,uic,uic8_sncf,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,cp_id
57,Sao Martinho do Campo,sao-martinho-do-campo,948102,,41.1702346,-8.468335709,16.0,PT,Europe/Lisbon,False,False,False,94_8102
58,Terronhas,terronhas,948136,,41.16371817,-8.437251201,16.0,PT,Europe/Lisbon,False,False,False,94_8136
59,Trancoso,trancoso,948151,,41.16125912,-8.418932929,16.0,PT,Europe/Lisbon,False,False,False,94_8151
60,Recarei - Sobreira,recarei-sobreira,948177,,41.15378337,-8.399091735,16.0,PT,Europe/Lisbon,False,False,False,94_8177
61,Parada,parada,948201,,41.16023261,-8.371261014,16.0,PT,Europe/Lisbon,False,False,False,94_8201
62,Cete,cete,948227,,41.17220134,-8.354048021,16.0,PT,Europe/Lisbon,False,False,False,94_8227
63,Irivo,irivo,948243,,41.18161769,-8.342020175,16.0,PT,Europe/Lisbon,False,False,False,94_8243
64,Oleiros,oleiros,948250,,41.19368554,-8.33743985,16.0,PT,Europe/Lisbon,False,False,False,94_8250
65,Paredes,paredes,948276,,41.20387157,-8.324092555,16.0,PT,Europe/Lisbon,False,False,False,94_8276
66,Penafiel,penafiel,948318,,41.21775952,-8.294931944,16.0,PT,Europe/Lisbon,False,False,False,94_8318
67,Bustelo,bustelo,948334,,41.23526802,-8.274898634,16.0,PT,Europe/Lisbon,False,False,False,94_8334
68,Meinedo,meinedo,948359,,41.2487667,-8.258721616,16.0,PT,Europe/Lisbon,False,False,False,94_8359
69,Caide,caide,948383,,41.25255622,-8.226812614,16.0,PT,Europe/Lisbon,False,False,False,94_8383
70,Oliveira,oliveira,948409,,41.2572249,-8.19927902,16.0,PT,Europe/Lisbon,False,False,False,94_8409
71,Vila Mea,vila-mea,948433,,41.24532896,-8.184320098,16.0,PT,Europe/Lisbon,False,False,False,94_8433
72,Recesinhos,recesinhos,948441,,41.23058351,-8.174801042,16.0,PT,Europe/Lisbon,False,False,False,94_8441
73,Livracao,livracao,948474,,41.21686743,-8.155659207,16.0,PT,Europe/Lisbon,False,False,False,94_8474
74,Marco de Canaveses,marco-de-canaveses,949001,,41.18096122,-8.136875035,16.0,PT,Europe/Lisbon,False,False,False,94_9001
75,Juncal,juncal,949050,,41.14066597,-8.119414618,16.0,PT,Europe/Lisbon,False,False,False,94_9050
76,Pala,pala,949100,,41.10361527,-8.090986297,21.0,PT,Europe/Lisbon,False,False,False,94_9100
77,Mosteiro,mosteiro,949134,,41.09458735,-8.06934077,21.0,PT,Europe/Lisbon,False,False,False,94_9134
78,Aregos,aregos,949191,,41.10637923,-8.007400147,21.0,PT,Europe/Lisbon,False,False,False,94_9191
79,Mirao,mirao,949225,,41.11751888,-7.972797311,21.0,PT,Europe/Lisbon,False,False,False,94_9225
80,Ermida,ermida,949258,,41.12429079,-7.950866322,21.0,PT,Europe/Lisbon,False,False,False,94_9258
81,Porto Rei,porto-rei,949282,,41.12187999,-7.910713653,20.0,PT,Europe/Lisbon,False,False,False,94_9282
82,Barqueiros,barqueiros,949324,,41.1405566,-7.887492296,20.0,PT,Europe/Lisbon,False,False,False,94_9324
83,Rede,rede,949357,,41.16074221,-7.865830951,20.0,PT,Europe/Lisbon,False,False,False,94_9357
84,Caldas de Moledo,caldas-de-moledo,949399,,41.15289869,-7.826699334,20.0,PT,Europe/Lisbon,False,False,False,94_9399
85,Godim,godim,949423,,41.16639468,-7.797563938,20.0,PT,Europe/Lisbon,False,False,False,94_9423
86,Regua,regua,9410009,,41.15864743,-7.783553617,20.0,PT,Europe/Lisbon,False,False,False,94_10009
87,Covelinhas,covelinhas,9410090,,41.15213705,-7.688281265,21.0,PT,Europe/Lisbon,False,False,False,94_10090
88,Ferrao,ferrao,9410165,,41.16189751,-7.61125813,21.0,PT,Europe/Lisbon,False,False,False,94_10165
89,Pinhao,pinhao,9410249,,41.19038233,-7.545173972,20.0,PT,Europe/Lisbon,False,False,False,94_10249
90,Tua,tua,9411007,,41.20737291,-7.420128511,21.0,PT,Europe/Lisbon,False,False,False,94_11007
91,Alegria,alegria,9411064,,41.17648128,-7.37777979,21.0,PT,Europe/Lisbon,False,False,False,94_11064
92,Ferradosa,ferradosa,9411114,,41.14452354,-7.331569875,12.0,PT,Europe/Lisbon,False,False,False,94_11114
93,Vargelas,vargelas,9411148,,41.14310837,-7.316038433,12.0,PT,Europe/Lisbon,False,False,False,94_11148
94,Vesuvio,vesuvio,9411197,,41.14134,-7.261709844,12.0,PT,Europe/Lisbon,False,False,False,94_11197
95,Freixo de Numao - Mos do Douro,freixo-de-numao-mos-do-douro,9411247,,41.13464912,-7.211400891,12.0,PT,Europe/Lisbon,False,False,False,94_11247
96,Pocinho,pocinho,9412005,,41.13027423,-7.123485307,4.0,PT,Europe/Lisbon,False,False,False,94_12005
97,Pragal,pragal,9417087,,38.66616944,-9.179573483,18.0,PT,Europe/Lisbon,False,False,False,94_17087
98,Viana do Castelo,viana-do-castelo,9418002,,41.69517491,-8.831416649,19.0,PT,Europe/Lisbon,False,False,False,94_18002
99,Areosa,areosa,9418044,,41.72048249,-8.855279982,19.0,PT,Europe/Lisbon,False,False,False,94_18044
100,Carreco,carreco,9418085,,41.75041589,-8.863332851,19.0,PT,Europe/Lisbon,False,False,False,94_18085
101,Afife,afife,9418119,,41.77538057,-8.861471138,19.0,PT,Europe/Lisbon,False,False,False,94_18119
102,Ancora-Praia,ancora-praia,9418150,,41.81324135,-8.862650235,19.0,PT,Europe/Lisbon,False,False,False,94_18150
103,Moledo do Minho,moledo-do-minho,9418200,,41.84794957,-8.864296854,19.0,PT,Europe/Lisbon,False,False,False,94_18200
104,Senhora da Agonia,senhora-da-agonia,9418234,,41.86965332,-8.8433629,11.0,ES,Europe/Lisbon,False,False,False,94_18234
105,Caminha,caminha,9418242,,41.87398063,-8.834439587,11.0,ES,Europe/Lisbon,False,False,False,94_18242
106,Seixas,seixas,9418275,,41.89631904,-8.819345093,11.0,ES,Europe/Lisbon,False,False,False,94_18275
107,Esqueiro,esqueiro,9418291,,41.90938362,-8.792815739,11.0,ES,Europe/Lisbon,False,False,False,94_18291
108,Gondarem,gondarem,9418325,,41.92004383,-8.763017442,19.0,PT,Europe/Lisbon,False,False,False,94_18325
109,Vila Nova de Cerveira,vila-nova-de-cerveira,9418341,,41.93602887,-8.748278179,19.0,PT,Europe/Lisbon,False,False,False,94_18341
110,Carvalha,carvalha,9418416,,41.9798852,-8.702489533,11.0,ES,Europe/Lisbon,False,False,False,94_18416
111,Sao Pedro da Torre,sao-pedro-da-torre,9418440,,41.99363336,-8.666371141,19.0,PT,Europe/Lisbon,False,False,False,94_18440
112,Sao Gemil,sao-gemil,9421006,,41.197196,-8.579095,16.0,PT,Europe/Lisbon,False,False,False,94_21006
113,Hospital Sao Joao,hospital-sao-joao,9421030,,41.18514,-8.59788,16.0,PT,Europe/Lisbon,False,False,False,94_21030
114,Sao Mamede de Infesta,sao-mamede-de-infesta,9421048,,41.1903122,-8.613357635,16.0,PT,Europe/Lisbon,False,False,False,94_21048
115,Arroteia,arroteia,9421055,,41.19668,-8.63048,16.0,PT,Europe/Lisbon,False,False,False,94_21055
116,Leca do Balio,leca-do-balio,9421071,,41.2084234,-8.629551262,16.0,PT,Europe/Lisbon,False,False,False,94_21071
117,Guimaraes,guimaraes,9424000,,41.43510773,-8.293786265,3.0,PT,Europe/Lisbon,False,False,False,94_24000
118,Santo Tirso,santo-tirso,9428068,,41.35081491,-8.47316742,16.0,PT,Europe/Lisbon,False,False,False,94_28068
119,Canicos,canicos,9428100,,41.36367349,-8.437664977,16.0,PT,Europe/Lisbon,False,False,False,94_28100
120,Vila das Aves,vila-das-aves,9428134,,41.35750394,-8.406175889,16.0,PT,Europe/Lisbon,False,False,False,94_28134
121,Giesteira,giesteira,9428159,,41.36454086,-8.388888507,3.0,PT,Europe/Lisbon,False,False,False,94_28159
122,Lordelo,lordelo,9428191,,41.36546843,-8.36373302,3.0,PT,Europe/Lisbon,False,False,False,94_28191
123,Cuca,cuca,9428209,,41.37649526,-8.341932086,3.0,PT,Europe/Lisbon,False,False,False,94_28209
124,Pereirinhas,pereirinhas,9428217,,41.37741025,-8.324124874,3.0,PT,Europe/Lisbon,False,False,False,94_28217
125,Vizela,vizela,9428233,,41.37907503,-8.312386366,3.0,PT,Europe/Lisbon,False,False,False,94_28233
126,Nespereira,nespereira,9428266,,41.40319718,-8.319580213,3.0,PT,Europe/Lisbon,False,False,False,94_28266
127,Covas,covas,9428290,,41.42149185,-8.300891013,3.0,PT,Europe/Lisbon,False,False,False,94_28290
128,Couto de Cambeses,couto-de-cambeses,9429033,,41.48180278,-8.528726966,3.0,PT,Europe/Lisbon,False,False,False,94_29033
129,Arentim,arentim,9429066,,41.49041347,-8.508283473,3.0,PT,Europe/Lisbon,False,False,False,94_29066
130,Ruilhe,ruilhe,9429074,,41.49762448,-8.496300178,3.0,PT,Europe/Lisbon,False,False,False,94_29074
131,Tadim,tadim,9429090,,41.50892122,-8.483310417,3.0,PT,Europe/Lisbon,False,False,False,94_29090
132,Aveleda,aveleda,9429108,,41.52012475,-8.468373548,3.0,PT,Europe/Lisbon,False,False,False,94_29108
133,Mazagao,mazagao,9429116,,41.52691268,-8.458346712,3.0,PT,Europe/Lisbon,False,False,False,94_29116
134,Ferreiros,ferreiros,9429132,,41.53080402,-8.441498842,3.0,PT,Europe/Lisbon,False,False,False,94_29132
135,Braga,braga,9429157,,41.54859532,-8.434369271,3.0,PT,Europe/Lisbon,False,False,False,94_29157
136,Lisboa Santa Apolonia,lisboa-santa-apolonia,9430007,,38.71584,-9.120748,14.0,PT,Europe/Lisbon,False,False,False,94_30007
137,Braco de Prata,braco-de-prata,9431005,,38.746784,-9.10296,14.0,PT,Europe/Lisbon,False,False,False,94_31005
138,Lisboa Oriente,lisboa-oriente,9431039,,38.76775932,-9.099094751,14.0,PT,Europe/Lisbon,False,False,False,94_31039
139,Moscavide,moscavide,9431047,,38.77822574,-9.099672625,14.0,PT,Europe/Lisbon,False,False,False,94_31047
140,Sacavem,sacavem,9431062,,38.79518,-9.09975,14.0,PT,Europe/Lisbon,False,False,False,94_31062
141,Bobadela,bobadela,9431070,,38.80673,-9.094764,14.0,PT,Europe/Lisbon,False,False,False,94_31070
142,Santa Iria,santa-iria,9431112,,38.84092177,-9.080333459,14.0,PT,Europe/Lisbon,False,False,False,94_31112
143,Povoa,povoa,9431146,,38.85956214,-9.063787169,14.0,PT,Europe/Lisbon,False,False,False,94_31146
144,Alverca,alverca,9431187,,38.8898,-9.0342,14.0,PT,Europe/Lisbon,False,False,False,94_31187
145,Alhandra,alhandra,9431237,,38.92403279,-9.011379799,14.0,PT,Europe/Lisbon,False,False,False,94_31237
146,Vila Franca de Xira,vila-franca-de-xira,9431278,,38.95513471,-8.986308476,14.0,PT,Europe/Lisbon,False,False,False,94_31278
147,Castanheira do Ribatejo,castanheira-do-ribatejo,9431310,,38.98791244,-8.966061218,14.0,PT,Europe/Lisbon,False,False,False,94_31310
148,Carregado,carregado,9431336,,39.00543251,-8.953671383,14.0,PT,Europe/Lisbon,False,False,False,94_31336
149,Vila Nova da Rainha,vila-nova-da-rainha,9431377,,39.03619261,-8.928365792,14.0,PT,Europe/Lisbon,False,False,False,94_31377
150,Espadanal da Azambuja,espadanal-da-azambuja,9431401,,39.05022193,-8.903710526,14.0,PT,Europe/Lisbon,False,False,False,94_31401
151,Setil,setil,9432003,,39.11358947,-8.777962337,17.0,PT,Europe/Lisbon,False,False,False,94_32003
152,Santana - Cartaxo,santana-cartaxo,9432045,,39.14452093,-8.758941352,17.0,PT,Europe/Lisbon,False,False,False,94_32045
153,Vale de Santarem,vale-de-santarem,9432102,,39.18842274,-8.723846578,17.0,PT,Europe/Lisbon,False,False,False,94_32102
154,Santarem,santarem,9432185,,39.24210129,-8.675236816,17.0,PT,Europe/Lisbon,False,False,False,94_32185
155,Vale de Figueira,vale-de-figueira,9432284,,39.31380926,-8.629955201,17.0,PT,Europe/Lisbon,False,False,False,94_32284
156,Mato de Miranda,mato-de-miranda,9432383,,39.36848074,-8.554351425,17.0,PT,Europe/Lisbon,False,False,False,94_32383
157,Riachos - Torres Novas - Golega,riachos-torres-novas-golega,9432466,,39.43219541,-8.50456742,17.0,PT,Europe/Lisbon,False,False,False,94_32466
158,Azambuja,azambuja,9433001,,39.06816056,-8.866926033,14.0,PT,Europe/Lisbon,False,False,False,94_33001
159,Virtudes,virtudes,9433043,,39.0865114,-8.828054597,14.0,PT,Europe/Lisbon,False,False,False,94_33043
160,Reguengo - Vale da Pedra,reguengo-vale-da-pedra,9433084,,39.09925348,-8.793845734,17.0,PT,Europe/Lisbon,False,False,False,94_33084
161,Entroncamento,entroncamento,9434009,,39.46170992,-8.473884753,17.0,PT,Europe/Lisbon,False,False,False,94_34009
162,Lamarosa,lamarosa,9434090,,39.52886,-8.46903,17.0,PT,Europe/Lisbon,False,False,False,94_34090
163,Paialvo,paialvo,9434157,,39.57991163,-8.474051936,17.0,PT,Europe/Lisbon,False,False,False,94_34157
164,Fungalvaz,fungalvaz,9434199,,39.61646233,-8.495010444,17.0,PT,Europe/Lisbon,False,False,False,94_34199
165,Chao de Macas - Fatima,chao-de-macas-fatima,9434249,,39.65437147,-8.493858726,17.0,PT,Europe/Lisbon,False,False,False,94_34249
166,Seica - Ourem,seica-ourem,9434264,,39.67836708,-8.507968157,17.0,PT,Europe/Lisbon,False,False,False,94_34264
167,Caxarias,caxarias,9434330,,39.71457991,-8.545647448,17.0,PT,Europe/Lisbon,False,False,False,94_34330
168,Albergaria dos Doze,albergaria-dos-doze,9434439,,39.7936189,-8.589297528,13.0,PT,Europe/Lisbon,False,False,False,94_34439
169,Litem,litem,9434504,,39.83793069,-8.593103078,13.0,PT,Europe/Lisbon,False,False,False,94_34504
170,Vermoil,vermoil,9434553,,39.85087908,-8.652280874,13.0,PT,Europe/Lisbon,False,False,False,94_34553
171,Pombal,pombal,9434645,,39.91774,-8.63056,13.0,PT,Europe/Lisbon,False,False,False,94_34645
172,Pelariga,pelariga,9434702,,39.96755598,-8.633187288,13.0,PT,Europe/Lisbon,False,False,False,94_34702
173,Simoes,simoes,9434744,,40.01078049,-8.633531613,7.0,PT,Europe/Lisbon,False,False,False,94_34744
174,Soure,soure,9434801,,40.05498747,-8.63947915,7.0,PT,Europe/Lisbon,False,False,False,94_34801
175,Vila Nova de Ancos,vila-nova-de-ancos,9434868,,40.10720125,-8.637661253,7.0,PT,Europe/Lisbon,False,False,False,94_34868
176,Granja do Ulmeiro - Alfarelos,granja-do-ulmeiro-alfarelos,9435006,,40.16473229,-8.634751831,7.0,PT,Europe/Lisbon,False,False,False,94_35006
177,Formoselha - Santo Varao,formoselha-santo-varao,9435030,,40.17949655,-8.607094848,7.0,PT,Europe/Lisbon,False,False,False,94_35030
178,Pereira,pereira,9435055,,40.18636587,-8.584938753,7.0,PT,Europe/Lisbon,False,False,False,94_35055
179,Ameal,ameal,9435097,,40.19236904,-8.544126184,7.0,PT,Europe/Lisbon,False,False,False,94_35097
180,Vila Pouca do Campo,vila-pouca-do-campo,9435105,,40.19298738,-8.525050116,7.0,PT,Europe/Lisbon,False,False,False,94_35105
181,Taveiro,taveiro,9435139,,40.20590687,-8.500288524,7.0,PT,Europe/Lisbon,False,False,False,94_35139
182,Casais,casais,9435147,,40.20474742,-8.484188034,7.0,PT,Europe/Lisbon,False,False,False,94_35147
183,Espadaneira,espadaneira,9435162,,40.2089818,-8.470927938,7.0,PT,Europe/Lisbon,False,False,False,94_35162
184,Bencanta,bencanta,9435170,,40.21447885,-8.456273636,7.0,PT,Europe/Lisbon,False,False,False,94_35170
185,Coimbra-B,coimbra-b,9436004,,40.22471588,-8.440501336,7.0,PT,Europe/Lisbon,False,False,False,94_36004
186,Ademia,ademia,9436046,,40.25092559,-8.450341883,7.0,PT,Europe/Lisbon,False,False,False,94_36046
187,Vilela - Fornos,vilela-fornos,9436053,,40.26323265,-8.441353987,7.0,PT,Europe/Lisbon,False,False,False,94_36053
188,Souselas,souselas,9436087,,40.28605204,-8.425728672,1.0,PT,Europe/Lisbon,False,False,False,94_36087
189,Pampilhosa,pampilhosa,9437002,,40.33808487,-8.431341594,1.0,PT,Europe/Lisbon,False,False,False,94_37002
190,Mealhada,mealhada,9437051,,40.37508326,-8.45383803,1.0,PT,Europe/Lisbon,False,False,False,94_37051
191,Aguim,aguim,9437093,,40.41540703,-8.456804172,1.0,PT,Europe/Lisbon,False,False,False,94_37093
192,Curia,curia,9437119,,40.42437991,-8.456119379,1.0,PT,Europe/Lisbon,False,False,False,94_37119
193,Mogofores,mogofores,9437143,,40.45048597,-8.459403937,1.0,PT,Europe/Lisbon,False,False,False,94_37143
194,Paraimo - Sangalhos,paraimo-sangalhos,9437184,,40.48114236,-8.480089438,1.0,PT,Europe/Lisbon,False,False,False,94_37184
195,Oliveira do Bairro,oliveira-do-bairro,9437218,,40.51021468,-8.498772344,1.0,PT,Europe/Lisbon,False,False,False,94_37218
196,Oia,oia,9437275,,40.54355725,-8.549925071,1.0,PT,Europe/Lisbon,False,False,False,94_37275
197,Quintans,quintans,9437358,,40.59097392,-8.612654011,1.0,PT,Europe/Lisbon,False,False,False,94_37358
198,Aveiro,aveiro,9438000,,40.64342677,-8.640761068,1.0,PT,Europe/Lisbon,False,False,False,94_38000
199,Cacia,cacia,9438075,,40.68482058,-8.598206421,1.0,PT,Europe/Lisbon,False,False,False,94_38075
200,Canelas,canelas,9438117,,40.71643784,-8.564019334,1.0,PT,Europe/Lisbon,False,False,False,94_38117
201,Salreu,salreu,9438125,,40.72917144,-8.564954648,1.0,PT,Europe/Lisbon,False,False,False,94_38125
202,Estarreja,estarreja,9438158,,40.75112659,-8.575450055,1.0,PT,Europe/Lisbon,False,False,False,94_38158
203,Avanca,avanca,9438216,,40.80748136,-8.584801063,1.0,PT,Europe/Lisbon,False,False,False,94_38216
204,Valega,valega,9438240,,40.83360599,-8.601118363,1.0,PT,Europe/Lisbon,False,False,False,94_38240
205,Ovar,ovar,9438299,,40.86400236,-8.616663248,1.0,PT,Europe/Lisbon,False,False,False,94_38299
206,Carvalheira - Maceda,carvalheira-maceda,9438356,,40.9245053,-8.626079835,1.0,PT,Europe/Lisbon,False,False,False,94_38356
207,Cortegaca,cortegaca,9438372,,40.94063989,-8.6302448,1.0,PT,Europe/Lisbon,False,False,False,94_38372
208,Esmoriz,esmoriz,9438406,,40.963413,-8.6355295,1.0,PT,Europe/Lisbon,False,False,False,94_38406
209,Paramos,paramos,9438414,,40.97550474,-8.636850937,1.0,PT,Europe/Lisbon,False,False,False,94_38414
210,Silvalde,silvalde,9438422,,40.99043203,-8.640755528,1.0,PT,Europe/Lisbon,False,False,False,94_38422
211,Espinho,espinho,9439008,,41.00651,-8.644346,1.0,PT,Europe/Lisbon,False,False,False,94_39008
212,Granja,granja,9439040,,41.03847308,-8.647104639,16.0,PT,Europe/Lisbon,False,False,False,94_39040
213,Aguda,aguda,9439057,,41.05080733,-8.651249343,16.0,PT,Europe/Lisbon,False,False,False,94_39057
214,Miramar,miramar,9439073,,41.0678228,-8.649449353,16.0,PT,Europe/Lisbon,False,False,False,94_39073
215,Francelos,francelos,9439081,,41.08156229,-8.647478498,16.0,PT,Europe/Lisbon,False,False,False,94_39081
216,Valadares,valadares,9439115,,41.09922907,-8.632000015,16.0,PT,Europe/Lisbon,False,False,False,94_39115
217,Madalena,madalena,9439123,,41.11147678,-8.6377681,16.0,PT,Europe/Lisbon,False,False,False,94_39123
218,Coimbroes,coimbroes,9439149,,41.12440582,-8.633950767,16.0,PT,Europe/Lisbon,False,False,False,94_39149
219,Vila Nova de Gaia - Devesas,vila-nova-de-gaia-devesas,9439164,,41.1296812,-8.620449314,16.0,PT,Europe/Lisbon,False,False,False,94_39164
220,General Torres,general-torres,9439172,,41.13323032,-8.608434466,16.0,PT,Europe/Lisbon,False,False,False,94_39172
221,Soudos - Vila Nova,soudos-vila-nova,9440014,,39.54223924,-8.472011978,17.0,PT,Europe/Lisbon,False,False,False,94_40014
222,Carrascal - Delongo,carrascal-delongo,9440030,,39.54865417,-8.462797627,17.0,PT,Europe/Lisbon,False,False,False,94_40030
223,Curvaceiras,curvaceiras,9440063,,39.54786843,-8.42990784,17.0,PT,Europe/Lisbon,False,False,False,94_40063
224,Santa Cita,santa-cita,9440105,,39.55287799,-8.393115369,17.0,PT,Europe/Lisbon,False,False,False,94_40105
225,Carvalhos de Figueiredo,carvalhos-de-figueiredo,9440113,,39.57105424,-8.395274349,17.0,PT,Europe/Lisbon,False,False,False,94_40113
226,Tomar,tomar,9440154,,39.59872401,-8.412910713,17.0,PT,Europe/Lisbon,False,False,False,94_40154
227,Esgueira,esgueira,9442028,,40.64152601,-8.618271341,1.0,PT,Europe/Lisbon,False,False,False,94_42028
228,Azurva,azurva,9442051,,40.63991296,-8.591835345,1.0,PT,Europe/Lisbon,False,False,False,94_42051
229,Eixo,eixo,9442077,,40.63102602,-8.568150173,1.0,PT,Europe/Lisbon,False,False,False,94_42077
230,Sao Joao Loure,sao-joao-loure,9442093,,40.62228972,-8.54816931,1.0,PT,Europe/Lisbon,False,False,False,94_42093
231,Eirol,eirol,9442119,,40.60942045,-8.531726446,1.0,PT,Europe/Lisbon,False,False,False,94_42119
232,Taipa - Requeixo,taipa-requeixo,9442127,,40.60115199,-8.523792989,1.0,PT,Europe/Lisbon,False,False,False,94_42127
233,Travasso,travasso,9442135,,40.59424981,-8.514544664,1.0,PT,Europe/Lisbon,False,False,False,94_42135
234,Cabanoes,cabanoes,9442150,,40.58726191,-8.498040693,1.0,PT,Europe/Lisbon,False,False,False,94_42150
235,Casal do  Alvaro,casal-do-alvaro,9442168,,40.57943003,-8.487939766,1.0,PT,Europe/Lisbon,False,False,False,94_42168
236,Oronhe,oronhe,9442176,,40.572144,-8.476763,1.0,PT,Europe/Lisbon,False,False,False,94_42176
237,Agueda,agueda,9442218,,40.57749168,-8.448231459,1.0,PT,Europe/Lisbon,False,False,False,94_42218
238,Mourisca do Vouga,mourisca-do-vouga,9442259,,40.60537408,-8.460026069,1.0,PT,Europe/Lisbon,False,False,False,94_42259
239,Aguieira,aguieira,9442267,,40.61329091,-8.453697362,1.0,PT,Europe/Lisbon,False,False,False,94_42267
240,Valongo - Vouga,valongo-vouga,9442291,,40.62415951,-8.449935694,1.0,PT,Europe/Lisbon,False,False,False,94_42291
241,Carvalhal Portela,carvalhal-portela,9442309,,40.63637296,-8.452870662,1.0,PT,Europe/Lisbon,False,False,False,94_42309
242,Macinhata,macinhata,9442325,,40.65335028,-8.45826266,1.0,PT,Europe/Lisbon,False,False,False,94_42325
243,Sernada do Vouga,sernada-do-vouga,9443000,,40.67219203,-8.452643138,1.0,PT,Europe/Lisbon,False,False,False,94_43000
244,Espinho - Vouga,espinho-vouga,9444016,,41.00214953,-8.643480702,1.0,PT,Europe/Lisbon,False,False,False,94_44016
245,Silvalde - Vouga,silvalde-vouga,9444032,,40.98884267,-8.630313993,1.0,PT,Europe/Lisbon,False,False,False,94_44032
246,Monte de Paramos,monte-de-paramos,9444040,,40.98233179,-8.625757805,1.0,PT,Europe/Lisbon,False,False,False,94_44040
247,Lapa,lapa,9444057,,40.98371496,-8.605229964,1.0,PT,Europe/Lisbon,False,False,False,94_44057
248,Sampaio - Oleiros,sampaio-oleiros,9444073,,40.98400656,-8.593334368,1.0,PT,Europe/Lisbon,False,False,False,94_44073
249,Pacos de Brandao,pacos-de-brandao,9444107,,40.97211856,-8.584449362,1.0,PT,Europe/Lisbon,False,False,False,94_44107
250,Rio Meao,rio-meao,9444115,,40.96097247,-8.571201237,1.0,PT,Europe/Lisbon,False,False,False,94_44115
251,Sao Joao de Ver,sao-joao-de-ver,9444156,,40.95539607,-8.551033227,1.0,PT,Europe/Lisbon,False,False,False,94_44156
252,Cavaco,cavaco,9444172,,40.93956519,-8.537434995,1.0,PT,Europe/Lisbon,False,False,False,94_44172
253,Sanfins,sanfins,9444198,,40.92668218,-8.530955954,1.0,PT,Europe/Lisbon,False,False,False,94_44198
254,Vila da Feira,vila-da-feira,9444206,,40.92431793,-8.535433705,1.0,PT,Europe/Lisbon,False,False,False,94_44206
255,Escapaes,escapaes,9444222,,40.91965931,-8.516413771,1.0,PT,Europe/Lisbon,False,False,False,94_44222
256,Arrifana,arrifana,9444248,,40.90938773,-8.501064168,1.0,PT,Europe/Lisbon,False,False,False,94_44248
257,Sao Joao da Madeira,sao-joao-da-madeira,9444255,,40.89858518,-8.495253902,1.0,PT,Europe/Lisbon,False,False,False,94_44255
258,Faria,faria,9444271,,40.87923185,-8.494963525,1.0,PT,Europe/Lisbon,False,False,False,94_44271
259,Couto de Cucujaes,couto-de-cucujaes,9444297,,40.86825288,-8.49416032,1.0,PT,Europe/Lisbon,False,False,False,94_44297
260,Santiago de Riba - Ul,santiago-de-riba-ul,9444313,,40.85130211,-8.489607497,1.0,PT,Europe/Lisbon,False,False,False,94_44313
261,Oliveira de Azemeis,oliveira-de-azemeis,9444339,,40.84034225,-8.481808994,1.0,PT,Europe/Lisbon,False,False,False,94_44339
262,Vacarica,vacarica,9446045,,40.35671067,-8.41219099,1.0,PT,Europe/Lisbon,False,False,False,94_46045
263,Luso - Bucaco,luso-bucaco,9446094,,40.39026585,-8.384978383,1.0,PT,Europe/Lisbon,False,False,False,94_46094
264,Soito,soito,9446185,,40.41493807,-8.30191842,21.0,PT,Europe/Lisbon,False,False,False,94_46185
265,Monte de Lobos,monte-de-lobos,9446219,,40.40820563,-8.264540738,21.0,PT,Europe/Lisbon,False,False,False,94_46219
266,Mortagua,mortagua,9446243,,40.39085296,-8.241173009,21.0,PT,Europe/Lisbon,False,False,False,94_46243
267,Santa Comba Dao,santa-comba-dao,9446367,,40.39050749,-8.124415639,21.0,PT,Europe/Lisbon,False,False,False,94_46367
268,Castelejo,castelejo,9446409,,40.40802626,-8.084349587,21.0,PT,Europe/Lisbon,False,False,False,94_46409
269,Papizios,papizios,9446441,,40.41906,-8.04611,21.0,PT,Europe/Lisbon,False,False,False,94_46441
270,Carregal do Sal,carregal-do-sal,9446482,,40.43329651,-8.007593112,21.0,PT,Europe/Lisbon,False,False,False,94_46482
271,Oliveirinha - Cabanas,oliveirinha-cabanas,9446524,,40.45036735,-7.963319418,21.0,PT,Europe/Lisbon,False,False,False,94_46524
272,Lapa do Lobo,lapa-do-lobo,9446581,,40.47557926,-7.919701746,21.0,PT,Europe/Lisbon,False,False,False,94_46581
273,Canas - Felgueira,canas-felgueira,9446599,,40.49097639,-7.906625668,21.0,PT,Europe/Lisbon,False,False,False,94_46599
274,Nelas,nelas,9446672,,40.53018508,-7.849959844,21.0,PT,Europe/Lisbon,False,False,False,94_46672
275,Moimenta - Alcafache,moimenta-alcafache,9446763,,40.57454401,-7.809556935,21.0,PT,Europe/Lisbon,False,False,False,94_46763
276,Mangualde,mangualde,9448009,,40.58665002,-7.760228411,21.0,PT,Europe/Lisbon,False,False,False,94_48009
277,Gouveia,gouveia,9448165,,40.57336063,-7.602088547,12.0,PT,Europe/Lisbon,False,False,False,94_48165
278,Fornos de Algodres,fornos-de-algodres,9448249,,40.61027632,-7.526950941,12.0,PT,Europe/Lisbon,False,False,False,94_48249
279,Celorico da Beira,celorico-da-beira,9448405,,40.665199,-7.382557681,12.0,PT,Europe/Lisbon,False,False,False,94_48405
280,Baracal,baracal,9448454,,40.67741553,-7.327882644,12.0,PT,Europe/Lisbon,False,False,False,94_48454
281,Vila Franca das Naves,vila-franca-das-naves,9448546,,40.72477185,-7.258174108,12.0,PT,Europe/Lisbon,False,False,False,94_48546
282,Guarda,guarda,9449007,,40.5515,-7.23934,12.0,PT,Europe/Lisbon,False,False,False,94_49007
